labeling_set_id,label,source_data,vinoai_index,wine_name_for_matching,grape,colour
95c8fdef-a849-3ede-91ac-4329b9e6a413,b,PEI,PEI208,NV Ruffino Prosecco,Glera,Sparkling
95c8fdef-a849-3ede-91ac-4329b9e6a413,b,NL,NL1653,NV Ruffino Prosecco,Glera (Prosecco),
95c8fdef-a849-3ede-91ac-4329b9e6a413,b,SK,SK1197,NV Ruffino Prosecco,,White
95c8fdef-a849-3ede-91ac-4329b9e6a413,b,AB,AB13754,NV Ruffino Prosecco,,
95c8fdef-a849-3ede-91ac-4329b9e6a413,b,ON,ON4244,NV Ruffino Prosecco,Sparkling,
95c8fdef-a849-3ede-91ac-4329b9e6a413,b,AB,AB13753,NV Ruffino Prosecco,,
95c8fdef-a849-3ede-91ac-4329b9e6a413,b,NS,NS1823,NV Ruffino Prosecco,Glera,Sparkling - Prosecco
95c8fdef-a849-3ede-91ac-4329b9e6a413,a,NS,NS1824,NV Ruffino Prosecco Rose,Glera,Sparkling - Prosecco
95c8fdef-a849-3ede-91ac-4329b9e6a413,b,NB,NB839,NV Ruffino Prosecco,100% Prosecco,
961d62a1-cbf2-391d-a08a-fcd0b68ffab6,a,BC,BC1705,2017  Marquis De Terme   Margaux,Bordeaux Blend,Red
961d62a1-cbf2-391d-a08a-fcd0b68ffab6,a,BC,BC1706,2017  Marquis De Terme   Margaux,Bordeaux Blend,Red
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,AB,AB11449,NV Naked Grape Shiraz,Shiraz,Red
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,ON,ON8344,NV Naked Grape Shiraz,Shiraz/Syrah,
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,NS,NS1540,NV Naked Grape Shiraz,Shiraz,Red
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,AB,AB11450,NV Naked Grape Shiraz,Shiraz,Red
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,SK,SK934,NV Naked Grape Shiraz,Shiraz,Red
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,ON,ON8217,NV Naked Grape Shiraz,Shiraz/Syrah,
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,NL,NL1435,NV Naked Grape Shiraz,Shiraz,
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,PEI,PEI1408,NV Naked Grape Shiraz,Shiraz,Red
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,NB,NB86,NV Naked Grape Shiraz,100% Shiraz,
984c7b9f-bd5a-39dc-80f6-7f55223fd729,a,AB,AB11451,NV Naked Grape Shiraz,Shiraz,Red
99a851ac-689f-3877-b78d-0e2b5784f7a5,a,ON,ON3117,NV Château Lafon-Rochet,Bordeaux,
99a851ac-689f-3877-b78d-0e2b5784f7a5,a,AB,AB3720,NV Chateau Lafon-rochet,Other,Red
99a851ac-689f-3877-b78d-0e2b5784f7a5,a,AB,AB3717,NV Chateau Lafon Rochet,Other,Red
9a3b54fa-6db1-3222-82b5-2419320d9a45,a,AB,AB14569,NV Smoking Loon Pinot Grigio,Pinot Grigio,White
9a3b54fa-6db1-3222-82b5-2419320d9a45,a,ON,ON7036,NV Smoking Loon Pinot Grigio,Pinot Grigio,
9a3b54fa-6db1-3222-82b5-2419320d9a45,a,NB,NB552,NV Smoking Loon Pinot Grigio,100% Pinot Grigio,
9a3b54fa-6db1-3222-82b5-2419320d9a45,a,SK,SK266,NV Smoking Loon Pinot Grigio,,White
9a3b54fa-6db1-3222-82b5-2419320d9a45,a,NL,NL1728,NV Smoking Loon Pinot Grigio,Pinot Grigio,
9acd756a-f006-34cf-9d0e-21070d53914f,a,BC,BC2809,NV  Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,White
9acd756a-f006-34cf-9d0e-21070d53914f,a,BC,BC3824,NV  Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,White
9acd756a-f006-34cf-9d0e-21070d53914f,a,NL,NL744,NV Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,
9acd756a-f006-34cf-9d0e-21070d53914f,a,BC,BC3883,NV  Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,White
9acd756a-f006-34cf-9d0e-21070d53914f,a,BC,BC3261,NV  Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,White
9acd756a-f006-34cf-9d0e-21070d53914f,a,BC,BC3681,NV  Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,White
9acd756a-f006-34cf-9d0e-21070d53914f,a,ON,ON8071,NV Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,
9acd756a-f006-34cf-9d0e-21070d53914f,a,NL,NL743,NV Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,
9acd756a-f006-34cf-9d0e-21070d53914f,a,BC,BC2808,NV  Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc,White
9acd756a-f006-34cf-9d0e-21070d53914f,a,NL,NL745,NV Concha Y Toro Frontera Sauvignon Blanc,Sauvignon Blanc Semillon,
9b7a293b-7de7-3f13-9d09-a1bbeec04be1,a,ON,ON8306,NV Pelee Island Merlot,Merlot,
9b7a293b-7de7-3f13-9d09-a1bbeec04be1,a,SK,SK610,NV Pelee Island Merlot,Merlot,Red
9b7a293b-7de7-3f13-9d09-a1bbeec04be1,a,ON,ON967,NV Pelee Island Merlot,Merlot,
9b7a293b-7de7-3f13-9d09-a1bbeec04be1,a,ON,ON934,NV Pelee Island Merlot,Merlot,
9b7a293b-7de7-3f13-9d09-a1bbeec04be1,a,PEI,PEI1489,NV Pelee Island Merlot,Merlot,Red
9cd58cfb-22a0-3c7d-be8c-42ffaa3d535d,a,AB,AB10158,2016 Luis Canas Crianza,Other,Red
9cd58cfb-22a0-3c7d-be8c-42ffaa3d535d,a,ON,ON6603,2016 Luis Cañas Crianza,Tempranillo Blend,
9fa918a2-7236-3631-b942-70724699a0a7,a,NL,NL1515,NV Peller Family Vineyards Dry Red,Vitis Vinifera Red,
9fa918a2-7236-3631-b942-70724699a0a7,a,SK,SK392,NV Peller Family Vineyards Dry Red,Blend,Red
9fa918a2-7236-3631-b942-70724699a0a7,a,NL,NL1514,NV Peller Family Vineyards Dry Red,Vitis Vinifera Red,
a075cd9a-9001-3051-bf3f-450a21bb5e5a,a,QB,QB6227,2017 Migration Pinot Noir Sonoma Coast,Pinot noir 100 %,Red
a075cd9a-9001-3051-bf3f-450a21bb5e5a,a,PEI,PEI1369,2017 Migration Pinot Noir Sonoma Coast,Pinot Noir,Red
a075cd9a-9001-3051-bf3f-450a21bb5e5a,a,PEI,PEI1098,2017 Migration Pinot Noir Sonoma Coast,Pinot Noir,
a07bd263-cf16-3405-a885-fc87cabad54a,a,ON,ON7618,2017 Napa Cellars Cabernet Sauvignon,Cabernet Sauvignon,
a07bd263-cf16-3405-a885-fc87cabad54a,b,PEI,PEI1170,NV Norton Privada Red Blend,"Malbec, Merlot, Cabernet Sauvignon",
a07bd263-cf16-3405-a885-fc87cabad54a,c,AB,AB13869,NV Salentein Numina Gran Corte,Other,Red
a07bd263-cf16-3405-a885-fc87cabad54a,d,PEI,PEI1715,NV Terra Vega Kosher Cabernet Sauvignon,"Cabernet Sauvignon, Malbec, Merlot",Red
a07bd263-cf16-3405-a885-fc87cabad54a,a,PEI,PEI1143,2017 Napa Cellars Cabernet Sauvignon,"Cabernet Sauvignon, Merlot, Malbec",
a07bd263-cf16-3405-a885-fc87cabad54a,a,PEI,PEI1411,2017 Napa Cellars Cabernet Sauvignon,"Cabernet Sauvignon, Merlot, Malbec",Red
a07bd263-cf16-3405-a885-fc87cabad54a,b,PEI,PEI1436,NV Norton Privada Red Blend,"Malbec, Merlot, Cabernet Sauvignon",Red
a07bd263-cf16-3405-a885-fc87cabad54a,c,PEI,PEI1628,NV Salentein Numina Gran Corte,"Malbec, Cabernet Sauvignon, Merlot",Red
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,a,NB,NB1928,2011 Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,a,NB,NB1957,2011 Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,b,NB,NB1966,2008 Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,c,NB,NB1856,NV Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,d,NB,NB1913,2005 Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,e,NB,NB1955,2000 Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,f,NB,NB1860,2012 Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,c,NB,NB2013,NV Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,d,NB,NB1973,2005 Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
a8bd6e5e-557f-3e9b-a3ea-42fad604fd31,a,NB,NB1878,2011 Antinori Estates Tignanello Toscana Igt,80% Sangiovese - 20% Cabernet Sauvignon,
aa0b1987-a0ba-32f1-86c0-dd7a55e9a786,a,SK,SK528,NV Bodacious Shiraz,Shiraz,Red
aa0b1987-a0ba-32f1-86c0-dd7a55e9a786,a,AB,AB1688,NV Bodacious Shiraz,Shiraz,Red
ab80a9c5-799c-3b0f-bc53-7721bca2a773,a,ON,ON4255,NV Negrar Garetta Corvina Verona IGT,Corvina,
ab80a9c5-799c-3b0f-bc53-7721bca2a773,b,QB,QB129,2019 Bodega Trapiche Broquel,Malbec 100 %,Red
ab80a9c5-799c-3b0f-bc53-7721bca2a773,c,QB,QB1734,2016 Domaine du Collier Saumur La Ripaille,Cabernet franc 100 %,Red
ab80a9c5-799c-3b0f-bc53-7721bca2a773,d,QB,QB3945,2019 Château Combel-La-Serre Cahors Le Pur Fruit du Causse,Malbec 100 %,Red
ab80a9c5-799c-3b0f-bc53-7721bca2a773,e,QB,QB8283,2017 Zuccardi Poligonos San Pablo Cabernet Franc Mendoza,Cabernet franc 100 %,Red
ab80a9c5-799c-3b0f-bc53-7721bca2a773,f,NL,NL1854,NV Torres Sangre de Toro Garnacha Cariñena,Garnacha,
ab80a9c5-799c-3b0f-bc53-7721bca2a773,g,NB,NB545,NV Motts Landing Osceola,100% Moscato,
ab80a9c5-799c-3b0f-bc53-7721bca2a773,h,NB,NB1097,NV Serragrilli Moscato D'asti Docg,100% Moscato,
ab80a9c5-799c-3b0f-bc53-7721bca2a773,i,NS,NS1889,NV Sartori Valpolicella Arco,Corvina,Red
ab80a9c5-799c-3b0f-bc53-7721bca2a773,j,SK,SK471,NV Castillo De Monseran Garnacha,Garnacha,Red
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,ON,ON9433,NV Yellow Tail Shiraz,Shiraz/Syrah,
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,SK,SK1046,NV Yellow Tail Shiraz,Shiraz,Red
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,PEI,PEI1815,NV Yellow Tail Shiraz,Shiraz,Red
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,BC,BC2986,NV  Yellow Tail Shiraz,Syrah / Shiraz,Red
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,BC,BC3888,NV  Yellow Tail Shiraz,Syrah / Shiraz,Red
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,NB,NB302,NV Yellow Tail Shiraz,100% Shiraz,
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,SK,SK1158,NV Yellow Tail Shiraz,Shiraz,Red
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,BC,BC3465,NV  Yellow Tail Shiraz,Syrah / Shiraz,Red
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,NL,NL2053,NV Yellow Tail Shiraz,Shiraz,
ab98eb0d-4a22-3ec4-b102-f7264456d2f7,a,NS,NS2277,NV Yellow Tail Shiraz,Shiraz,Red
add0c8e0-da8b-3af4-ab03-b858c1d4d639,a,NL,NL70,NV Argento Seleccion Pinot Grigio,Pinot Grigio,
add0c8e0-da8b-3af4-ab03-b858c1d4d639,a,ON,ON8324,NV Argento Seleccion Pinot Grigio,Pinot Grigio,
add0c8e0-da8b-3af4-ab03-b858c1d4d639,a,ON,ON11,NV Argento Seleccion Pinot Grigio,Pinot Grigio,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,NL,NL1528,NV Peller Family Vineyards Shiraz,Shiraz,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,NL,NL1527,NV Peller Family Vineyards Shiraz,Shiraz Blend,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,SK,SK446,NV Peller Family Vineyards Shiraz,Shiraz,Red
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,NB,NB1580,NV Peller Family Vineyards Shiraz,75% Shiraz - 25% Other/Autre,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,NL,NL1525,NV Peller Family Vineyards Shiraz,Shiraz,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,ON,ON8007,NV Peller Family Vineyards Shiraz,Shiraz/Syrah,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,ON,ON9445,NV Peller Family Vineyards Shiraz,Shiraz/Syrah,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,NB,NB108,NV Peller Family Vineyards Shiraz,75% Shiraz - 25% Other/Autre,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,NL,NL1526,NV Peller Family Vineyards Shiraz,Shiraz Blend,
ae77398c-ca8c-3e94-bf3d-191dc2a54404,a,SK,SK848,NV Peller Family Vineyards Shiraz,Shiraz,Red
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,NL,NL1891,NV Two Oceans Sauvignon Blanc,Sauvignon Blanc,
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,NB,NB1524,NV Two Oceans Sauvignon Blanc,100% Sauvignon Blanc,
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,NS,NS2118,NV Two Oceans Sauvignon Blanc,Sauvignon Blanc,White
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,ON,ON10080,NV Two Oceans Sauvignon Blanc,Sauvignon Blanc,
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,MB,MB638,NV Two Oceans Sauvignon Blanc,Sauvignon Blanc,White
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,SK,SK350,NV Two Oceans Sauvignon Blanc,Sauvignon Blanc,White
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,MB,MB77,NV Two Oceans Sauvignon Blanc,Sauvignon Blanc,White
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,MB,MB637,NV Two Oceans Sauvignon Blanc,Sauvignon Blanc,White
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,NB,NB184,NV Two Oceans Sauvignon Blanc,,
ae9bb010-b619-33b8-b54b-82e62ee9d8da,a,ON,ON8186,NV Two Oceans Sauvignon Blanc,Sauvignon Blanc,
af31fdeb-e593-3bf2-b53d-4dda604527cc,a,BC,BC1991,2017  Opus One   Napa Valley Red,Bordeaux Blend,Red
af31fdeb-e593-3bf2-b53d-4dda604527cc,a,BC,BC1993,2017  Opus One   Napa Valley Red,Bordeaux Blend,Red
af31fdeb-e593-3bf2-b53d-4dda604527cc,a,BC,BC1994,2017  Opus One   Napa Valley Red,Bordeaux Blend,Red
af31fdeb-e593-3bf2-b53d-4dda604527cc,a,BC,BC1957,2017  Opus One   Napa Valley Red,Bordeaux Blend,Red
af31fdeb-e593-3bf2-b53d-4dda604527cc,a,BC,BC1992,2017  Opus One   Napa Valley Red,Bordeaux Blend,Red
af78ef72-ecbf-3f1f-810a-e7d7de38345b,a,SK,SK865,NV Robert Mondavi Private Selection Cabernet Sauvignon,Cabernet Sauvignon,Red
af78ef72-ecbf-3f1f-810a-e7d7de38345b,a,MB,MB551,NV Robert Mondavi Private Selection Cabernet Sauvignon,Cabernet Sauvignon,Red
af78ef72-ecbf-3f1f-810a-e7d7de38345b,a,NB,NB837,NV Robert Mondavi Private Selection Cabernet Sauvignon,89% Cabernet Sauvignon - 11% Cabernet Franc,
af78ef72-ecbf-3f1f-810a-e7d7de38345b,a,PEI,PEI1575,NV Robert Mondavi Private Selection Cabernet Sauvignon,Cabernet Sauvignon,Red
af78ef72-ecbf-3f1f-810a-e7d7de38345b,a,MB,MB552,NV Robert Mondavi Private Selection Cabernet Sauvignon,Cabernet Sauvignon,Red
af78ef72-ecbf-3f1f-810a-e7d7de38345b,a,BC,BC238,NV  Robert Mondavi Private Selection Cabernet Sauvignon,Cabernet Sauvignon,Red
af78ef72-ecbf-3f1f-810a-e7d7de38345b,a,ON,ON7984,NV Robert Mondavi Private Selection Cabernet Sauvignon,Cabernet Sauvignon,
b02f04ab-1396-3dc1-8aa9-1c600acb149b,a,QB,QB5998,NV Jacob's Creek Moscato,Muscat 100 %,White
b02f04ab-1396-3dc1-8aa9-1c600acb149b,a,SK,SK217,NV Jacob's Creek Moscato,Muscat,White
b02f04ab-1396-3dc1-8aa9-1c600acb149b,a,SK,SK1331,NV Jacob's Creek Moscato,Moscato,White
b02f04ab-1396-3dc1-8aa9-1c600acb149b,a,PEI,PEI916,NV Jacob’s Creek Moscato,Moscato,White
b02f04ab-1396-3dc1-8aa9-1c600acb149b,a,QB,QB884,NV Jacob's Creek Moscato,Muscat 100 %,White
b02f04ab-1396-3dc1-8aa9-1c600acb149b,a,QB,QB879,NV Jacob's Creek Moscato,Moscato 100 %,Pink
b02f04ab-1396-3dc1-8aa9-1c600acb149b,b,NS,NS1061,NV Jacobs Creek Dots Moscato Lighter,Moscato,White
b02f04ab-1396-3dc1-8aa9-1c600acb149b,a,BC,BC1898,NV  Jacob's Creek Moscato,Muscat / Moscato,White
b02f04ab-1396-3dc1-8aa9-1c600acb149b,c,NS,NS1066,NV Jacobs Creek Moscato Lighter Rose,Moscato,Rosé
b02f04ab-1396-3dc1-8aa9-1c600acb149b,a,AB,AB8442,NV Jacob's Creek Moscato,Other,White
b1aa3139-1295-35f7-9044-256be31e2124,a,AB,AB2496,NV Carlo Rossi California Red,other,red
b1aa3139-1295-35f7-9044-256be31e2124,a,BC,BC561,NV  Carlo Rossi California Red,Other Blend,Red
b1aa3139-1295-35f7-9044-256be31e2124,a,ON,ON8150,NV Carlo Rossi California Red,Blend,
b1aa3139-1295-35f7-9044-256be31e2124,a,BC,BC562,NV  Carlo Rossi California Red,Other Blend,Red
b1aa3139-1295-35f7-9044-256be31e2124,a,NB,NB894,NV Carlo Rossi California Red,,
b1aa3139-1295-35f7-9044-256be31e2124,a,SK,SK698,NV Carlo Rossi California Red,Blend,Red
b1aa3139-1295-35f7-9044-256be31e2124,a,SK,SK1319,NV Carlo Rossi California Red,Blend,Red
b1aa3139-1295-35f7-9044-256be31e2124,a,AB,AB2495,NV Carlo Rossi California Red,Other,Red
b1aa3139-1295-35f7-9044-256be31e2124,a,ON,ON8044,NV Carlo Rossi California Red,Blend,
b1aa3139-1295-35f7-9044-256be31e2124,a,BC,BC3558,NV  Carlo Rossi California Red,Other Blend,Red
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,AB,AB11449,NV Naked Grape Shiraz,Shiraz,Red
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,ON,ON8344,NV Naked Grape Shiraz,Shiraz/Syrah,
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,AB,AB11450,NV Naked Grape Shiraz,Shiraz,Red
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,SK,SK934,NV Naked Grape Shiraz,Shiraz,Red
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,ON,ON8217,NV Naked Grape Shiraz,Shiraz/Syrah,
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,NL,NL1435,NV Naked Grape Shiraz,Shiraz,
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,PEI,PEI1408,NV Naked Grape Shiraz,Shiraz,Red
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,NB,NB86,NV Naked Grape Shiraz,100% Shiraz,
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,AB,AB11451,NV Naked Grape Shiraz,Shiraz,Red
b9500cab-6480-3c3d-b7a1-dd32b5cddf08,a,SK,SK628,NV Naked Grape Shiraz,Shiraz,Red
b97332d5-e3c4-348d-9b83-1cda7706a28f,a,ON,ON4210,NV Illuminati Riparosso Mont D'Abruzzo DOC,Montepulciano,
b97332d5-e3c4-348d-9b83-1cda7706a28f,b,ON,ON4825,NV Spinelli Montepulciano D'Abruzzo DOC,Montepulciano,
b97332d5-e3c4-348d-9b83-1cda7706a28f,c,ON,ON6318,2009 Graham's Quinta dos Malvedos,Touriga Nacional,
b97332d5-e3c4-348d-9b83-1cda7706a28f,d,QB,QB6132,2017 Mas Martinet Els Escurçons Grenache,Grenache 100 %,Red
b97332d5-e3c4-348d-9b83-1cda7706a28f,e,QB,QB7930,"2010 Rotem & Mounir Saouma, Châteauneuf-du-Pa",Grenache 100 %,Red
b97332d5-e3c4-348d-9b83-1cda7706a28f,f,NB,NB194,NV Caliterra Reserva Sauvignon Blanc,100% Sauvignon Blanc,
b97332d5-e3c4-348d-9b83-1cda7706a28f,g,NB,NB521,NV Casillero Del Diablo Sauvignon Blanc,100% Sauvignon Blanc,
b97332d5-e3c4-348d-9b83-1cda7706a28f,h,NS,NS1775,NV Regateiro Reserva,Touriga Nacional,Red
b97332d5-e3c4-348d-9b83-1cda7706a28f,i,MB,MB674,NV,,
b97332d5-e3c4-348d-9b83-1cda7706a28f,i,MB,MB677,NV,,
ba6f4994-391e-3e15-87e8-c43fecb28bb2,a,BC,BC393,NV  Special Cuvee Brut Bollinger,Other Blend,Sparkling
ba6f4994-391e-3e15-87e8-c43fecb28bb2,a,BC,BC380,NV  Special Cuvee Brut Bollinger,Other Blend,Sparkling
ba6f4994-391e-3e15-87e8-c43fecb28bb2,a,BC,BC361,NV  Special Cuvee Brut Bollinger,Other Blend,Sparkling
bad21298-b500-3f87-90bc-0bab28776431,a,ON,ON235,2016 Ulithorne Specialis,Tempranillo Blend,
bad21298-b500-3f87-90bc-0bab28776431,b,ON,ON6264,2017 Borges Soalheira Vintage Port,Port,
bad21298-b500-3f87-90bc-0bab28776431,c,ON,ON6704,2017 Torres Celeste Crianza,Tinta Fina,
bad21298-b500-3f87-90bc-0bab28776431,d,AB,AB17098,NV Xoxo Pinot Grigio Chardonnay,Blend,White
bad21298-b500-3f87-90bc-0bab28776431,e,QB,QB1677,2019 Andrea Oberto Dolcetto d'Alba,Dolcetto 100 %,Red
bad21298-b500-3f87-90bc-0bab28776431,c,QB,QB8383,2017 Torres Celeste Crianza,Tempranillo 100 %,Red
bad21298-b500-3f87-90bc-0bab28776431,f,QB,QB8669,2013 Tacchino Dolcetto Di Ovada,Dolcetto 100 %,Red
bad21298-b500-3f87-90bc-0bab28776431,g,NL,NL52,NV Antano Crianza,Tempranillo Blend,
bad21298-b500-3f87-90bc-0bab28776431,d,NS,NS2251,NV Xoxo Pinot Grigio Chardonnay,Pinot Grigio,White
bad21298-b500-3f87-90bc-0bab28776431,h,MB,MB237,NV Fonseca Bin No 27 Reserve Porto,Port,Fortified s
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,a,NL,NL339,NV Champagne Veuve Doussot Brut Tradition,P.Noir Chardonnay Blend,
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,b,NL,NL2038,NV Yellow Tail Bubbles,P.Noir Chardonnay Blend,
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,b,ON,ON176,NV Yellow Tail Bubbles,Sparkling,
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,b,SK,SK801,NV Yellow Tail Bubbles,,White
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,b,PEI,PEI258,NV Yellow Tail Bubbles,"Chardonnay, Moscato",Sparkling
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,b,NS,NS2264,NV Yellow Tail Bubbles,Chardonnay,Sparkling - Other
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,b,NB,NB420,NV Yellow Tail Bubbles,,
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,a,NL,NL1909,NV Veuve Clicquot Brut Champagne,P.Noir Chardonnay Blend,
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,a,PEI,PEI238,NV Veuve Clicquot Brut Champagne,"Pinot Noir, Pinot Meunier, Chardonnay",Sparkling
bb68d3f6-9a47-3fab-a316-6b7c7a728b52,b,PEI,PEI252,NV Yellow Tail Bubbles,,Sparkling
bf8bf28c-e01a-31e1-903c-e98941308725,a,QB,QB2770,NV Barefoot Pinot Grigio,Pinot grigio 76 % Other grape variety (ies) 16 % Gewurztraminer 5 % Chardonnay 3 %,White
bf8bf28c-e01a-31e1-903c-e98941308725,a,PEI,PEI100,NV Barefoot Pinot Grigio,"Pinot Grigio, Viognier, Muscat",White
bf8bf28c-e01a-31e1-903c-e98941308725,a,MB,MB22,NV Barefoot Pinot Grigio,Pinot Gris,White
bf8bf28c-e01a-31e1-903c-e98941308725,a,MB,MB200,NV Barefoot Pinot Grigio,Pinot Gris,White
bf8bf28c-e01a-31e1-903c-e98941308725,a,QB,QB2456,NV Barefoot Pinot Grigio,,
bf8bf28c-e01a-31e1-903c-e98941308725,a,MB,MB491,NV Barefoot Pinot Grigio,Pinot Gris,White
bf8bf28c-e01a-31e1-903c-e98941308725,a,NS,NS166,NV Barefoot Pinot Grigio,Pinot Grigio,White
bf8bf28c-e01a-31e1-903c-e98941308725,a,ON,ON7358,NV Barefoot Pinot Grigio,Pinot Grigio,
bf8bf28c-e01a-31e1-903c-e98941308725,a,PEI,PEI106,NV Barefoot Pinot Grigio,"Pinot Gris, Moscato, Gewurztraminer",White
bf8bf28c-e01a-31e1-903c-e98941308725,a,ON,ON7023,NV Barefoot Pinot Grigio,Pinot Grigio,
bff1e722-f6a1-3fed-b21e-22fadc000476,a,AB,AB718,2018 Arboleda Cabernet Sauvignon,cabernet sauvignon,red
bff1e722-f6a1-3fed-b21e-22fadc000476,a,ON,ON1747,2018 Arboleda Cabernet Sauvignon,Cabernet Sauvignon,
c10ff0dc-ec68-3155-82e0-681ef508826d,a,BC,BC3317,NV  Folonari Valpolicella,Other Grape Variety,Red
c10ff0dc-ec68-3155-82e0-681ef508826d,a,BC,BC3705,NV  Folonari Valpolicella,Other Grape Variety,Red
c10ff0dc-ec68-3155-82e0-681ef508826d,a,NL,NL904,NV Folonari Valpolicella,Corvina Blend,
c10ff0dc-ec68-3155-82e0-681ef508826d,a,NB,NB66,NV Folonari Valpolicella,80% Corvina - 20% Other/Autre,
c10ff0dc-ec68-3155-82e0-681ef508826d,a,SK,SK1262,NV Folonari Valpolicella,Blend,Red
c10ff0dc-ec68-3155-82e0-681ef508826d,a,QB,QB5721,NV Folonari Valpolicella,,Red
c10ff0dc-ec68-3155-82e0-681ef508826d,a,PEI,PEI879,NV Folonari Valpolicella Classico Superiore DOC,Corvina,Red
